Data,acao,Quantidade Produzida,Quantidade em estoque
2023-09-18 14:03:11,agente4,200,300
2023-09-18 14:03:11,200
2023-09-18 14:03:19,agente4,200,100
2023-09-18 14:03:19,200
2023-09-18 14:03:27,agente4,100,0
2023-09-18 14:03:27,100
2023-09-18 14:03:32,0
2023-09-18 14:03:37,0
2023-09-18 14:03:42,0
2023-09-18 14:03:50,agente4,150,300
2023-09-18 14:03:50,150
2023-09-18 14:03:58,agente4,200,250
2023-09-18 14:03:58,200
2023-09-18 14:04:06,agente4,200,350
2023-09-18 14:04:06,200
2023-09-18 14:04:14,agente4,200,450
2023-09-18 14:04:14,200
2023-09-18 14:04:22,agente4,200,400
2023-09-18 14:04:22,200
2023-09-18 14:04:30,agente4,200,500
2023-09-18 14:04:30,200
2023-09-18 14:04:38,agente4,200,450
2023-09-18 14:04:38,200
2023-09-18 14:04:46,agente4,200,450
2023-09-18 14:04:46,200
2023-09-18 14:04:54,agente4,200,250
2023-09-18 14:04:54,200
2023-09-18 14:05:02,agente4,200,50
2023-09-18 14:05:02,200
2023-09-18 14:05:10,agente4,50,0
2023-09-18 14:05:10,50
2023-09-18 14:05:15,0
2023-09-18 14:05:20,0
2023-09-18 14:05:28,agente4,150,150
2023-09-18 14:05:28,150
2023-09-18 14:05:36,agente4,150,300
2023-09-18 14:05:36,150
2023-09-18 14:05:44,agente4,200,400
2023-09-18 14:05:44,200
2023-09-18 14:05:52,agente4,200,350
2023-09-18 14:05:52,200
2023-09-18 14:06:00,agente4,200,450
2023-09-18 14:06:00,200
2023-09-18 14:06:08,agente4,200,400
2023-09-18 14:06:08,200
2023-09-18 14:06:16,agente4,200,500
2023-09-18 14:06:17,200
2023-09-18 14:06:25,agente4,200,600
2023-09-18 14:06:25,200
2023-09-18 14:06:33,agente4,200,700
2023-09-18 14:06:33,200
2023-09-18 14:06:41,agente4,200,800
2023-09-18 14:06:41,200
2023-09-18 14:06:49,agente4,200,750
2023-09-18 14:06:49,200
2023-09-18 14:06:57,agente4,200,850
2023-09-18 14:06:57,200
2023-09-18 14:07:05,agente4,200,950
2023-09-18 14:07:05,200
2023-09-18 14:07:13,agente4,200,900
2023-09-18 14:07:13,200
2023-09-18 14:07:21,agente4,200,1000
2023-09-18 14:07:21,200
2023-09-18 14:07:29,agente4,200,950
2023-09-18 14:07:29,200
2023-09-18 14:07:37,agente4,200,1050
2023-09-18 14:07:37,200
2023-09-18 14:07:45,agente4,200,1150
2023-09-18 14:07:45,200
2023-09-18 14:07:53,agente4,200,1100
2023-09-18 14:07:53,200
2023-09-18 14:08:01,agente4,200,1200
2023-09-18 14:08:01,200
2023-09-18 14:08:09,agente4,200,1150
2023-09-18 14:08:09,200
2023-09-18 14:08:17,agente4,200,1250
2023-09-18 14:08:17,200
2023-09-18 14:08:25,agente4,200,1350
2023-09-18 14:08:25,200
2023-09-18 14:08:33,agente4,200,1300
2023-09-18 14:08:33,200
2023-09-18 14:08:41,agente4,200,1400
2023-09-18 14:08:41,200
2023-09-18 14:08:49,agente4,200,1350
2023-09-18 14:08:49,200
2023-09-18 14:08:57,agente4,200,1450
2023-09-18 14:08:57,200
2023-09-18 14:09:05,agente4,200,1550
2023-09-18 14:09:05,200
2023-09-18 14:09:13,agente4,200,1500
2023-09-18 14:09:13,200
2023-09-18 14:09:21,agente4,200,1600
2023-09-18 14:09:21,200
2023-09-18 14:09:29,agente4,200,1550
2023-09-18 14:09:29,200
2023-09-18 14:09:37,agente4,200,1650
2023-09-18 14:09:37,200
2023-09-18 14:09:45,agente4,200,1750
2023-09-18 14:09:45,200
2023-09-18 14:09:53,agente4,200,1700
2023-09-18 14:09:53,200
2023-09-18 14:10:01,agente4,200,1800
2023-09-18 14:10:01,200
2023-09-18 14:10:09,agente4,200,1750
2023-09-18 14:10:09,200
2023-09-18 14:10:17,agente4,200,1850
2023-09-18 14:10:17,200
2023-09-18 14:10:25,agente4,200,1950
2023-09-18 14:10:25,200
2023-09-18 14:10:33,agente4,200,1900
2023-09-18 14:10:33,200
2023-09-18 14:10:41,agente4,200,2000
2023-09-18 14:10:41,200
2023-09-18 14:10:49,agente4,200,1950
2023-09-18 14:10:49,200
2023-09-18 14:10:57,agente4,200,2050
2023-09-18 14:10:57,200
2023-09-18 14:11:05,agente4,200,2150
2023-09-18 14:11:05,200
2023-09-18 14:11:13,agente4,200,2100
2023-09-18 14:11:13,200
2023-09-18 14:11:21,agente4,200,2200
2023-09-18 14:11:21,200
2023-09-18 14:11:29,agente4,200,2150
2023-09-18 14:11:29,200
2023-09-18 14:11:37,agente4,200,2250
2023-09-18 14:11:37,200
2023-09-18 14:11:45,agente4,200,2150
2023-09-18 14:11:45,200
2023-09-18 14:11:53,agente4,200,1950
2023-09-18 14:11:53,200
2023-09-18 14:12:01,agente4,200,1900
2023-09-18 14:12:01,200
2023-09-18 14:12:09,agente4,200,1850
2023-09-18 14:12:09,200
2023-09-18 14:12:17,agente4,200,1950
2023-09-18 14:12:17,200
2023-09-18 14:12:25,agente4,200,2050
2023-09-18 14:12:25,200
2023-09-18 14:12:33,agente4,200,2000
2023-09-18 14:12:33,200
2023-09-18 14:12:41,agente4,200,2100
2023-09-18 14:12:41,200
2023-09-18 14:12:49,agente4,200,2050
2023-09-18 14:12:49,200
2023-09-18 14:12:57,agente4,200,1850
2023-09-18 14:12:57,200
2023-09-18 14:13:05,agente4,200,1650
2023-09-18 14:13:05,200
2023-09-18 14:13:13,agente4,200,1450
2023-09-18 14:13:13,200
2023-09-18 14:13:21,agente4,200,1250
2023-09-18 14:13:21,200
2023-09-18 14:13:30,agente4,200,1050
2023-09-18 14:13:30,200
2023-09-18 14:13:38,agente4,200,850
2023-09-18 14:13:38,200
2023-09-18 14:13:46,agente4,200,950
2023-09-18 14:13:46,200
2023-09-18 14:13:54,agente4,200,900
2023-09-18 14:13:54,200
2023-09-18 14:14:02,agente4,200,1000
2023-09-18 14:14:02,200
2023-09-18 14:14:10,agente4,200,950
2023-09-18 14:14:10,200
2023-09-18 14:14:18,agente4,200,1050
2023-09-18 14:14:18,200
2023-09-18 14:14:26,agente4,200,1150
,150,1950
2023-09-18 14:09:10,150
2023-09-18 14:09:15,agente3,150,1800
2023-09-18 14:09:15,150
2023-09-18 14:09:20,agente3,150,1650
2023-09-18 14:09:20,150
2023-09-18 14:09:25,agente3,150,1500
2023-09-18 14:09:25,150
2023-09-18 14:09:30,agente3,150,1350
2023-09-18 14:09:30,150
2023-09-18 14:09:35,agente3,150,1200
2023-09-18 14:09:35,150
2023-09-18 14:09:40,agente3,150,1050
2023-09-18 14:09:40,150
2023-09-18 14:09:45,agente3,150,900
2023-09-18 14:09:45,150
2023-09-18 14:09:50,agente3,150,750
2023-09-18 14:09:50,150
2023-09-18 14:09:55,agente3,150,600
2023-09-18 14:09:55,150
2023-09-18 14:10:00,agente3,150,450
2023-09-18 14:10:00,150
2023-09-18 14:10:05,agente3,150,300
2023-09-18 14:10:05,150
2023-09-18 14:10:10,agente3,150,150
2023-09-18 14:10:10,150
2023-09-18 14:10:15,agente3,150,2500
2023-09-18 14:10:15,150
2023-09-18 14:10:20,agente3,150,2350
2023-09-18 14:10:20,150
2023-09-18 14:10:25,agente3,150,2200
2023-09-18 14:10:25,150
2023-09-18 14:10:30,agente3,150,2050
2023-09-18 14:10:30,150
2023-09-18 14:10:35,agente3,150,1900
2023-09-18 14:10:35,150
2023-09-18 14:10:40,agente3,150,1750
2023-09-18 14:10:40,150
2023-09-18 14:10:45,agente3,150,1600
2023-09-18 14:10:45,150
2023-09-18 14:10:50,agente3,150,1450
2023-09-18 14:10:50,150
2023-09-18 14:10:55,agente3,150,1300
2023-09-18 14:10:55,150
2023-09-18 14:11:00,agente3,150,1150
2023-09-18 14:11:00,150
2023-09-18 14:11:05,agente3,150,1000
2023-09-18 14:11:05,150
2023-09-18 14:11:10,agente3,150,850
2023-09-18 14:11:10,150
2023-09-18 14:11:15,agente3,150,700
2023-09-18 14:11:15,150
2023-09-18 14:11:20,agente3,150,550
2023-09-18 14:11:20,150
2023-09-18 14:11:25,agente3,150,400
2023-09-18 14:11:25,150
2023-09-18 14:11:30,agente3,150,250
2023-09-18 14:11:30,150
2023-09-18 14:11:35,agente3,150,100
2023-09-18 14:11:35,150
2023-09-18 14:11:40,agente3,100,0
2023-09-18 14:11:40,100
2023-09-18 14:11:45,0
2023-09-18 14:11:50,0
2023-09-18 14:11:55,0
2023-09-18 14:12:00,agente3,150,1350
2023-09-18 14:12:00,150
2023-09-18 14:12:05,agente3,150,1200
2023-09-18 14:12:05,150
2023-09-18 14:12:10,agente3,150,1050
2023-09-18 14:12:10,150
2023-09-18 14:12:15,agente3,150,900
2023-09-18 14:12:15,150
2023-09-18 14:12:20,agente3,150,750
2023-09-18 14:12:20,150
2023-09-18 14:12:25,agente3,150,600
2023-09-18 14:12:25,150
2023-09-18 14:12:30,agente3,150,450
2023-09-18 14:12:30,150
2023-09-18 14:12:35,agente3,150,300
2023-09-18 14:12:35,150
2023-09-18 14:12:40,agente3,150,150
2023-09-18 14:12:40,150
2023-09-18 14:12:45,agente3,150,0
2023-09-18 14:12:45,150
2023-09-18 14:12:50,0
2023-09-18 14:12:55,0
2023-09-18 14:13:00,0
2023-09-18 14:13:05,0
2023-09-18 14:13:10,0
2023-09-18 14:13:15,0
2023-09-18 14:13:20,0
2023-09-18 14:13:25,0
2023-09-18 14:13:30,0
2023-09-18 14:13:35,0
2023-09-18 14:13:40,agente3,150,1350
2023-09-18 14:13:40,150
2023-09-18 14:13:45,agente3,150,1200
2023-09-18 14:13:45,150
2023-09-18 14:13:50,agente3,150,1050
2023-09-18 14:13:50,150
2023-09-18 14:13:55,agente3,150,900
2023-09-18 14:13:55,150
2023-09-18 14:14:00,agente3,150,750
2023-09-18 14:14:00,150
2023-09-18 14:14:05,agente3,150,600
2023-09-18 14:14:05,150
2023-09-18 14:14:10,agente3,150,450
2023-09-18 14:14:10,150
2023-09-18 14:14:16,agente3,150,300
2023-09-18 14:14:16,150
2023-09-18 14:14:21,agente3,150,150
2023-09-18 14:14:21,150
2023-09-18 14:14:26,agente3,150,0
